Text|Label
Мечтаю о сюжете, где герой пытается выучить танец для свадьбы друга, но путает движения и вместо вальса танцует тверк, шокируя бабушек в первом ряду.|3
страшно но хочу фильм про древних призраков|8
юмористическая драма о смене профессии|3
фильм про агента под прикрытием в мафии|7
Ищу кино про то, как женщина покупает старинную шкатулку, и когда открывает её, изнутри доносится шёпот: «Я здесь уже сто лет, и я хочу выйти», и она закрывает шкатулку, но каждую ночь крышка приоткрывается сама собой, и шёпот становится громче, а через неделю женщина исчезает, и шкатулка закрывается навсегда.|8
тайна старого замка|1
жуткая история|8
опасное приключение в пещерах с подземной рекой|11
фильм про выживание в горах после обвала|11
фильм про будни охранника в супермаркете|6
Ищу фильм, где герои поселяются в новом доме и начинают слышать голоса из стен, которые рассказывают им истории предыдущих жильцов, приводя к открытию ужасной правды о фундаменте этого здания.|1
ищу картину про опасную погоню в тоннеле|7
подвиг|9
фильм про опасный поход через ледниковую трещину|11
фильм о спортивном рекорде без ног|9
жуткие монстры|8
посоветуйте криминальный боевик о перестрелке в гараже|4
фильм про чувства, которые начинаются с улыбки|0
смешные ситуации на корпоративе|3
Хочется сюжета, где альпинисты попали в шторм на вершине, и видимость нулевая, а температура падает до критических значений, грозя обморожением.|7
посоветуйте историю о ежедневных хлопотах мамы первоклассника|6
Настроение требует фильма про бабушку, которая вяжет носки для бездомных каждую зиму, и через десять лет её носки носят тысячи людей, и она говорит: «Одна пара носков не согреет всех, но сто пар — уже лучше».|9
повседневность парикмахера в частном салоне|6
триллер с интригой|7
фильм про десантников в тылу противника|5
Хочется сюжета про женщину, страдающую от насилия в браке, находящую мужество уйти, страх перед неизвестностью против страха перед знакомой болью, путь к независимости полон препятствий.|2
фильм про романтические отношения на работе|0
Настроение такое, что хочется чего-то про погоню на крышах, где герой прыгает между зданиями, и одно неверное движение означает падение с высоты птичьего полета.|7
посоветуйте комедию о неудачном программисте|3
солдатская война|5
фэнтези о магическом жезле и ученике|10
фильм про демона который вселяется через старый телевизор|8
жуткий психологический хоррор|8
про соседей|6
преступный мир мафии|4
солдатская история о возвращении инвалидом|5
тревожная история про расследование в ночном городе|7
хочу посмотреть кино про шпиона в штабе|7
фильм про мага который открыл портал в забытый мир|10
Хочется истории о человеке, который всю жизнь ждал чего-то важного, и когда это наконец происходит, он понимает, что уже слишком стар, чтобы этим наслаждаться, и время упущено.|2
хочу посмотреть кино про ритуал вызова смерти|8
эпическая сага|10
фильм про магический щит и его силу|10
криминальная интрига|4
фильм про обычный день из жизни врача|6
фильм про выживание в джунглях после урагана|11
хочу спокойный фильм о жизни на острове|6
мистический фильм ужасов|8
фильм ужасов про нашествие крыс|8
хочу фэнтези про волшебный посох и магию стихий|10
ищу детектив про убийство в запертой комнате|1
Хочется истории про девушку, которая работает в библиотеке и однажды ночью находит книгу, в которой описана её жизнь до мельчайших подробностей, и когда она доходит до последней страницы, там написано: «Если ты читаешь это, значит, ты уже мёртва», и в этот момент гаснет свет.|8
Мечтаю об эпопее, где группа подростков решает снять фильм ужасов в заброшенном доме, и во время съёмок начинают происходить реальные убийства, и когда они смотрят отснятый материал, они видят, что в кадре есть ещё кто-то, кого не было на площадке, и этот кто-то улыбается и говорит в камеру: «Хороший фильм, но я сделаю его лучше».|8
посоветуйте приключения про карту и следы древних|11
посоветуйте трогательный фильм о бабушке и внучке|0
Ищу кино про восхождение на Нангапарбат, где альпинист встречает на склоне другого альпиниста, который застрял на высоте и не может двигаться, и он должен выбрать: попытаться спасти его, зная, что это почти наверняка убьёт их обоих, или оставить его умирать и продолжать восхождение, которое было целью всей его жизни.|11
Мечтаю о сюжете, где любовь проявляется в готовности слушать: не перебивать, не судить, а просто быть рядом, когда человеку нужно выговориться.|0
ищу кино о соседях, заботящихся о бездомных животных|6
достижение цели|9
Ищу фильм, где герой — кассир, который помогает грабителям, открывая хранилище, но потом понимает, что они планируют убить всех свидетелей.|4
Мечтаю о сюжете про молодую маму, которая находит время для себя, занимаясь йогой или медитацией, и балансирует между заботой о ребенке и собой.|6
Хочется эпопеи про путешествие на байдарках по Белому морю, где герои — отец и сын, которые не ладят друг с другом, и они решают отправиться в поход, чтобы наладить отношения, но в море начинается шторм, и их байдарку переворачивает, и они оказываются в ледяной воде, и в этой критической ситуации отец спасает сына, жертвуя своим здоровьем, и сын наконец понимает, что отец всегда его любил, просто не умел показывать.|11
на душе неспокойно нужен острый криминальный детектив|7
мистика в старом особняке с тайной комнатой|8
фронтовые будни|5
фильм про эльфийский клинок и древнюю клятву|10
Ищу фильм про переговоры с террористами, где каждое слово может стоить жизни заложникам, и переговорщик должен найти подход к нестабильному преступнику.|7
приключенческий фильм про джунгли Амазонки|11
романтика в маленькой деревне у реки|0
Хочется фильма про аферистку, которая выходит замуж за богатых стариков, а затем инсценирует их смерть, но однажды встречает мужчину, который знает её секрет.|4
Нужна история про старика, который каждый день приходит на кладбище к жене и сажает цветы, и через тридцать лет всё кладбище превратилось в сад, и люди приходят туда не чтобы плакать, а чтобы любоваться красотой.|9
Нужен фильм про путешествие по Патагонии на лошадях, где главная героиня — ветеринар, которая ищет редкий вид дикой ламы, и в пути её сопровождает местный гаучо, который не говорит на её языке, но они понимают друг друга без слов, потому что боль и одиночество говорят на одном языке.|11
фильм о похищении женщины и выкупе с угрозами|4
драконы и магия|10
тревога растёт нужен сюжет про убийство|7
Хочется кино про библиотеку или архив, где хранятся запрещенные книги, и герой, случайно открыв одну из них, выпускает сущность или знание, которое начинает менять реальность вокруг него.|1
романтический вечер|0
жуткий триллер про серийного поджигателя|8
фильм про будни кладовщика на складе|6
хочу посмотреть кино про преодоление депрессии и возвращение к жизни|9
жуткий фильм про оживших мертвецов|8
Мечтаю об эпопее, где бабушка в 80 лет научилась вязать крючком и связала одеяло для каждого новорождённого в роддоме, и через пять лет в городе не было ни одного младенца, который не был бы укутан в её одеяло.|9
ищу кино про загадочный знак на теле жертвы|1
Ищу кино про сплав по реке Замбези на каноэ, где группа туристов попадает в территорию крокодилов, и гид — старый африканец, который знает реку как свои пять пальцев, но он болен малярией и не может грести, и туристы должны сами вывезти его из опасной зоны, пока он не умер, и в процессе они учатся работать в команде, потому что крокодилы не делают скидок на новичков.|11
Хочется фильма про учителя, который видит талант в ученике из неблагополучной семьи, но система и обстоятельства ломают мальчика, и учитель чувствует свое бессилие помочь.|2
фильм об ограблении склада с драгоценностями|4
Хочется истории про подростка, который становится курьером для наркоторговцев, и его жизнь превращается в гонку со временем, когда полиция начинает слежку.|4
Мечтаю о сюжете, где группа друзей находит старый компас, который указывает не на север, а на то, чего они хотят больше всего, и путь приводит их в опасное место, где желания искажаются и становятся ловушками.|1
военная драма о блокадном хлебе|5
напряжённые события|7
Настроение требует фильма про смотрителя кладбища, который однажды ночью видит, как из могилы вылезает рука, и он подходит, а из земли вылезает скелет и говорит: «Я не мёртв, я зарыт заживо, и теперь я похороню тебя заживо», и смотритель пытается убежать, но земля под его ногами разверзается.|8
мотивирующий сюжет|9
поиск золота в джунглях Южной Америки|11
фильм о похищении ребёнка миллионера|4
Хочется истории про военного врача, который должен выбрать, кого спасать первым, когда ресурсов не хватает на всех, и этот выбор преследует его всю жизнь.|5
фильм о серийном убийце в маленьком городе|7
триллер о маньяке-полицейском|7
ищу картину про опасную погоню на мотоцикле|7
фильм про будни продавщицы на рынке|6
достижение мечты|9
хочу историю о проклятом колодце в лесу|1
магия теней и свет надежды в тёмные времена|10
вдохновляющий фильм о мечте стать метеорологом и предсказывать погоду|9
мелодрама о верности и ожидании|0
Мечтаю о сюжете про соседей, которые вместе сажают клумбу перед подъездом, ухаживают за цветами, и радуются красоте, созданной своими руками.|6
фильм ужасов про заброшенную станцию метро|8
Хочется эпопеи про старую няню, которая рассказывает сказки детям, и её сказки оживают, и дети входят в них, чтобы помочь героям, и каждая сказка учит их чему-то новому, и когда они вырастают, они сами становятся героями своих собственных сказок.|10
Нужен фильм про то, как безработный актёр снимает фильм на телефон и выигрывает премию, и он говорит: «У меня не было денег, но у меня была мечта».|9
Хочется кино про бабушку, которая вяжет носки и шарфы для внуков и солдат на фронт, и её тихий вклад в общее дело, полный любви и тепла.|6
загадочный ритуал|1
Хочется истории про хакера, который взламывает светофоры, создавая хаос в городе, чтобы отвлечь внимание от кражи данных из банка.|4
Ищу историю, где герой — частный детектив, который следит за изменяющим мужем, но обнаруживает, что тот встречается с агентом иностранной разведки.|4
фильм про забавную поездку на мотороллере|3
Хочется истории, которая начинается как обычная встреча, но постепенно превращается во что-то большее, и ты сам не замечаешь, как начинаешь болеть за этих героев.|0
опасное путешествие на каяках через морские пороги|11
Хочется кино про генетические эксперименты или клонирование, где герой узнает, что он не уникален, а является частью серии, и должен найти оригинал или других клонов, чтобы понять свою природу.|1
печальные события|2
саспенс и интрига|7
тревожная погоня по узким улочкам старого города|7
Ищу фильм про снайперскую дуэль в разрушенном городе, где терпение и хладнокровие важнее количества патронов, а каждый выстрел — это вопрос жизни и смерти.|5
посоветуйте мотивационную историю о победе в благотворительном проекте|9
фильм про героя который должен объединить расы против зла|10
военный боевик|5
про быт|6
Настроение такое, что хочется чего-то про осеннюю хандру, и как герой борется с ней, гуляя по желтым листьям, слушая джаз и читая книги.|6
ищу кино о тайне старого граммофона|1
Настроение требует фильма про водителя фургона, который развозит товары по отдалённым деревням, и однажды ночью он подбирает голосующего, который просит довезти его до поворота, но когда они приезжают, пассажир исчезает, и водитель видит в зеркале заднего вида, что сиденье пусто, но на нём лежит его собственное водительское удостоверение, истёкшее 10 лет назад.|8
хочу кино о незаконной торговле редкими животными|4
посоветуйте кино о любви и взаимовыручке в походе|0
Мечтаю о сюжете, где герои приходят на кладбище, говорят с могилами, делятся новостями с ушедшими, ища утешения в памяти, но в ответ слышат лишь тишину.|2
хочу кино о серийном убийце-таксисте|4
посоветуйте кино о любви и взаимовыручке|0
история о последнем битве с демонами|10
прикольный фильм|3
эпический фильм о кольце всевластья|10
история о весёлых приключениях курьера|3
поиск сокровищ в заброшенной шахте глубоко в горах|11
ищу хоррор про одержимого врача с тёмным прошлым|8
Хочется кино про учителя физкультуры, который мотивирует ленивых школьников заниматься спортом, используя нестандартные методы и личный пример.|6
На душе тревожно, и хочется посмотреть триллер про женщину, которая получает анонимные подарки, каждый из которых напоминает ей о дне, когда она сбила человека и скрылась.|4
фильм про путешествие по Памиру на лошадях|11
хочу посмотреть кино про преодоление уныния и обретение радости|9
хочу кино про приключения с охотниками за сокровищами|11
комедия про странного водителя автобуса|3
война и подвиг медсестры, вынесшей раненых|5
Мечтаю о фильме, где бедная семья борется за еду, достоинство сохраняется несмотря на лишения, стойкость вдохновляет, но обстоятельства разрывают сердце, неравенство бросается в глаза.|2
история о мафии и шантаже политиков|4
Нужна история о том, как в мире, где все животные разучились говорить, рождается щенок, который умеет говорить, и он идёт к королю, чтобы попросить его вернуть животным голос, и король сначала смеётся, но потом понимает, что без голоса животных мир осиротел.|10
фильм, вызывающий слёзы и боль|2
ищу приключения про поиск затерянного форта в джунглях|11
Хочется кино про подводников, слушающих шум винтов вражеских эсминцев, и их тихую молитву о том, чтобы глубинные бомбы прошли мимо.|5
Хочется фильма про парня, который работает в похоронном бюро и однажды ночью слышит стук изнутри гроба, и когда он открывает гроб, покойник садится и говорит: «Я не умер, меня похоронили заживо, и теперь я буду забирать тебя по одному», и парень убегает, но на следующий день находит того же покойника в своём доме.|8
фильм про экспедицию к древнему городу в пустыне|11
история о смерти|2
обычная жизнь кассира в банке|6
история о паре|0
обычный день уборщицы в жилом комплексе|6
посоветуйте драму о блокаде Ленинграда|5
Мечтаю о фильме, в котором команда водолазов исследует подводные пещеры во Флориде, и на глубине они находят вход в систему туннелей, которая ведёт к затопленному городу майя, но обратный путь оказывается отрезан, и теперь они должны найти другой выход, пока не кончился воздух.|11
Мечтаю о фильме, где герой — эксперт по взрывчатке, которого шантажируют, заставляя закладывать бомбы в общественных местах, и он пытается найти заказчика, работая под прикрытием.|4
Хочется истории про друзей, которые снимают жилье в старом доме с характером, и их борьба с протекающей крышей, скрипучими полами и соседями.|6
посоветуйте криминальную драму о подпольных гонках|4
загадочная история|1
фильм про поход к водопаду в лесу|11
история о человеке, построившем школу|9
хочу романтическую драму о потере памяти и любви|0
Мечтаю о фильме, где обычный плотник строит лестницу до неба, и он поднимается по ней, чтобы спросить у богов, почему они допускают зло, и боги отвечают, что зло — это часть свободы, и человек спускается и начинает бороться со злом сам, не надеясь на богов.|10
Хочется истории про молодого человека, который из-за несчастного случая оказался прикован к постели, но написал роман, диктуя его голосом, и роман стал бестселлером, а он говорит: «Моё тело в плену, но мой разум свободен».|9
расследование убийства во время шторма|1
психологический триллер|7
фильм о заказном убийстве судьи|4
солдатская судьба|5
опасное путешествие|11
Мечтаю о сюжете, где любовь проявляется в готовности слушать: не перебивать, не судить, а просто быть рядом, когда человеку нужно выговориться, и это молчаливое присутствие говорит больше любых слов.|0
посоветуйте фильм про шпионов и опасные игры|7
хоррор о проклятии фараона|8
бытовые проблемы и их решение в семье|6
Хочется истории про старика, который 40 лет работал уборщиком в театре, а на пенсии ему дали роль в спектакле, и он сыграл так, что зрители плакали, и он говорит: «Я ждал этого 40 лет, и оно того стоило».|9
тайна старого маяка и корабля-призрака|1
Хочется истории про человека, запертого в горящем здании, где лестницы обрушились, а окна заблокированы, и дым становится гуще с каждой минутой.|7
фильм о подвиге и самопожертвовании|9
посоветуйте фэнтези про драконью династию и древние тайны|10
Ищу кино про путешествие через тайгу зимой, где герой — охотник-одиночка, который должен доставить лекарства в отдалённый посёлок, и каждый день он борется не только с морозом и волками, но и с воспоминаниями о семье, которую потерял по своей вине.|11
история о человеке, спасшем реку от загрязнения|9
Хочется истории про друзей, которые живут в коммуналке или shared flat, и их умение договариваться, делить пространство и уважать границы.|6
ищу фильм о любви и заботе о близких|0
фильм про опасный маршрут через каньон с рекой|11
жуткий фильм про призраков в старом театре|8
посоветуйте драму о потере смысла существования|2
Хочется фильма про ночной налет авиации на город, и жизнь обычных людей в убежищах, слушающих вой сирен и взрывы, разрушающие их дома.|5
Мечтаю о фильме, где старый китобой отправляется в своё последнее плавание на маленьком судне, чтобы найти кита-альбиноса, который когда-то перевернул его лодку и убил всю команду, и он хочет отомстить, но когда он находит кита, то понимает, что животное просто защищало своих детёнышей, и месть не имеет смысла.|11
бытовые драмы|6
приключенческий боевик о пиратах и кладе|11
мистический сюжет|1
ищу хоррор про одержимую музыку|8
романтика и чувства|0
Мечтаю о сюжете, где герой находит приложение, которое предсказывает будущее, но только в мелочах: когда упадет ложка или кто позвонит, и он становится зависимым от этих предсказаний.|3
жизнеутверждающий фильм о счастье в дружбе и поддержке|9
посоветуйте ужасы про маньяка в заброшенном парке аттракционов|8
на ночь нужен хоррор про зло из прошлого|8
мотивирующая драма о поиске призвания|9
Мечтаю о сюжете, где бабушка и внук вместе учатся играть на пианино, и через пять лет они дают концерт дуэтом, и зал аплодирует стоя, потому что такого единения поколений никто не видел.|9
фильм о расследовании смерти медиума|1
Мечтаю о сюжете, где герой находит старую карту звездного неба и пытается найти созвездия, но путает их с узорами на потолке и пятнами от воды.|3
приключенческая драма о переходе через горы|11
Хочется сюжета, где детектив расследует убийство шахматиста, и понимает, что каждая фигура на доске соответствует реальному человеку, и игра продолжается после смерти.|4
На душе весело, и хочется посмотреть комедию про блогера-путешественника, который снимает красивые видео, но за кадром остается грязь, очереди и его раздражение, которое он тщательно скрывает.|3
история о криминальном авторитете и его дочери|4
Хочется истории про парикмахера или мастера маникюра, к которому ходят одни и те же клиенты годами, и салон становится местом обмена новостями и эмоциональной поддержки.|6
Ищу фильм про летчика, который таранит вражеский самолет, выживает при посадке и продолжает воевать, становясь символом стойкости.|5
Хочется кино про партизан, взрывающих эшелон с техникой, и их радость от успеха, смешанную с горем от потери друзей в этой операции.|5
мафиозные войны|4
Хочется истории, где девочка с аутизмом находит себя в математике и становится профессором в МГУ, и она говорит: «Мой мир отличается, но он не хуже вашего».|9
Хочется кино про детектива, который расследует дело о пропавшем художнике, и находит его последние картины, на которых изображены места преступлений, совершенных после его исчезновения.|1
Нужна история про группу биологов, которые исследуют остров в Тихом океане, где обитают редкие виды птиц, и во время шторма их лодку разбивает о скалы, и теперь они должны выживать на необитаемом острове, зная, что спасатели прибудут не раньше чем через месяц, а запасов еды хватит на неделю.|11
фильм про опасный поход через джунгли ночью|11
