Text|Label
Мечтаю о сюжете про пилота, спасающего экипаж сбитого союзного самолета, и международное братство летчиков, помогающих друг другу.|5
Настроение такое, что хочется чего-то про зимние каникулы, снежки, катание на коньках, горячий шоколад и уютные вечера под одеялом с фильмами.|6
Ищу историю, где герой — бывший полицейский, ставший частным детективом, и берется за дело о пропаже ребенка, которое полиция закрыла за недостатком улик.|4
Мечтаю о фильме, где старый бог умирает, и его сила растекается по миру, и обычные люди начинают обретать сверхспособности, и мир погружается в хаос, и только один человек отказывается от силы, потому что понимает, что сила без мудрости — это проклятие.|10
Настроение такое, что хочется посмотреть фильм с добрым, жизнеутверждающим юмором, где нет злых шуток, а есть только человеческая теплота и забавные случайности.|3
Нужен фильм про путешествие по джунглям Мадагаскара на лемурах, где героиня — приматолог, которая изучает поведение лемуров, и она проводит в джунглях год, и за это время она начинает различать их голоса, понимать их настроение, и когда в джунгли приходят браконьеры, она вместе с лемурами устраивает засаду и прогоняет их, потому что лемуры стали её семьёй.|11
Мечтаю об эпопее, где парень без кистей рук становится художником-графиком, рисуя на планшете носом, и его работы выставляют в галерее современного искусства, и он говорит: «У меня нет пальцев, но есть нос, и он чувствует искусство».|9
Хочется истории про девушку, которая потеряла память в аварии, но каждый день заново влюбляется в своего мужа, потому что он каждый день знакомится с ней заново, и она говорит: «Я не помню нашего прошлого, но я каждый день выбираю его заново».|9
На душе тревожно, и хочется посмотреть триллер про диверсантов, переодевшихся в форму противника, которые сеют хаос в тылу, и контрразведчиков, пытающихся их вычислить.|5
Мечтаю о сюжете про учителя в неблагополучном районе, который смог зажечь искру знаний в глазах трудных подростков и вывести их на путь успеха, несмотря на систему.|9
Мечтаю о фильме, где герои находят тоннель, ведущий в параллельную версию их города, где они встречаются со своими альтер-эго, и конфликт между версиями неизбежен, так как ресурсы ограничены.|1
Ищу историю про кругосветное путешествие на паруснике, где герои сталкиваются с штормами, пиратами и открывают неизведанные острова, полные экзотики.|11
Хочется фильма про игрока, который задолжал огромную сумму опасным людям, и у него есть всего 24 часа, чтобы достать деньги, иначе ему грозит расправа над семьей.|4
Ищу фильм про свидетеля, который прячется в отеле, и убийца стучится в каждую дверь, спрашивая: «Здесь живет мистер Х?»|7
Настроение такое, что хочется чего-то про конкурс красоты для собак, где хозяйки наряжают питомцев в платья, а собаки ведут себя как настоящие дивы, кусая конкуренток.|3
Хочется фильма, в котором любовь — это не идеальная сказка, а реальная история о том, как два человека учатся быть вместе, ошибаясь и исправляясь, и именно этот путь делает их чувства настоящими.|0
Мне нужно что-то, где любовь раскрывается через доверие: герои учатся открываться, не боясь быть уязвимыми, потому что рядом есть тот, кто примет их любыми, и это принятие даёт им силы расти.|0
Ищу историю про пару, которая решает заняться ремонтом квартиры самостоятельно, и их обучение по видео, ошибки с покраской и гордость от сделанного своими руками.|6
Нужна история о том, как в мире, где все дороги ведут в одно место, один человек сворачивает с дороги и идёт по бездорожью, и он находит место, где никто никогда не был, и становится первооткрывателем, и его именем называют новую дорогу, которая теперь ведёт туда, где он был.|10
Посоветуйте фильм про путешествие через выжженную пустыню, где главное — не вода и еда, а умение сохранять человеческое лицо, когда вокруг только песок, солнце и отчаяние.|11
Ищу фильм, в котором герои влюбляются не с первого взгляда, а через совместные переживания, которые сближают их и раскрывают глубину чувств, незаметно для них самих, но очевидно для зрителя.|0
Хочется фильма про морских пехотинцев, защищающих плацдарм, и их изможденные лица, покрытые копотью и кровью, рассказывающие больше, чем любые слова.|5
Мечтаю о фильме, где происходит побег из тюрьмы на вертолете, но пилот оказывается агентом под прикрытием, и беглецы попадают в новую ловушку.|4
Ищу фильм про мужчину, который увлекается астрономией, и его ночные наблюдения за звездами через телескоп на балконе, и размышления о вселенной.|6
Мечтаю об эпопее, где мальчик, который боялся собак, стал кинологом и вырастил собаку-поводыря для слепого, и теперь эта собака помогает своему хозяину жить полноценной жизнью, а мальчик говорит: «Мой страх стал моей профессией».|9
Хочется кино про механика, который чинит двигатель под огнем снайпера, и каждая секунда промедления может стоить жизни экипажу.|7
Ищу фильм про летчиков-штурмовиков, атакующих колонны техники врага на бреющем полете, подвергая себя смертельному риску ради эффективности удара.|5
Ищу кино, где горе показано через вещи: неносимая одежда, нетронутый ужин, напоминания об утрате, которые преследуют героя ежедневно, мешая двигаться дальше.|2
Мечтаю о сюжете про соседей, которые организуют киноклуб во дворе, ставят проектор и показывают фильмы под открытым небом летом.|6
Мечтаю о фильме, где герой отправляется в пустыню Атакама на поиски метеорита, и он находит его, но метеорит оказывается радиоактивным, и он заболевает, и перед смертью он успевает сообщить учёным, где он находится, чтобы они могли изучить его, и его имя вписывают в учебники, но ему уже всё равно.|11
Мечтаю о сюжете, где школьники вызывают духа в заброшенном доме, и дух отвечает, но вместо того чтобы уйти, он начинает преследовать их, и один за другим дети пропадают, а наутро их находят в школе в парте, где они сидели, но уже мёртвыми с открытыми глазами.|8
Ищу фильм, где герой влюбляется в девушку, но боится ей признаться, и его друзья дают ему такие идиотские советы, что каждая попытка ухаживания заканчивается позором.|3
На душе неспокойно, и хочется посмотреть триллер про похищение, где жертва начинает симпатизировать похитителю (стокгольмский синдром), а детектив пытается понять мотивы преступника, оказавшиеся вовсе не денежными.|1
Хочется истории, где герои попадают в зону отчуждения или аномалии, где время течет иначе, а местные жители хранят молчание о том, что происходит ночью, когда солнце садится за горизонт.|1
Хочется кино про артиллеристов, использующих новые типы снарядов или тактику, и их эксперименты в боевых условиях, иногда успешные, иногда fatal.|5
Настроение такое, что хочется чего-то про переодевания и маскировку, где герой вынужден притворяться кем-то другим, и его попытки войти в роль выглядят максимально неестественно и смешно.|3
Хочется сюжета, где романтика живёт в деталях: в том, как герои запоминают мелочи о друг друге, или как поддерживают в моменты, когда слова не нужны, и это внимание к мелочам делает их связь особенной.|0
Мечтаю о фильме про танковую засаду, где экипажи ждут врага в укрытии, и напряжение перед первым выстрелом передается через экран.|5
Ищу историю, где герои находят видеокассету или цифровой файл, просмотр которого запускает цепь смертельных событий, и у них есть ограниченное время, чтобы разгадать послание и снять проклятие.|1
Ищу кино про то, как в мире, где все часы остановились, один человек заводит свои часы и начинает жить в своём времени, и он стареет, а другие нет, и он один проходит всю жизнь, пока остальные стоят на месте, и когда он умирает, часы останавливаются снова, и никто не помнит, что он жил.|10
Мечтаю о сюжете про командира, отправляющего своих людей в самоубийственную атаку для прикрытия отхода других, и его чувство вины, живущее с ним вечно.|5
На душе тревожно, и хочется посмотреть триллер про человека, который получает звонки с собственного номера, и голос на том конце говорит ему, что делать, угрожая раскрыть его тайны, если он не подчинится.|1
Хочется истории, где герой просыпается в теле дракона и должен научиться летать, дышать огнём и сражаться с рыцарями, но он не хочет воевать, он хочет вернуться домой, и он ищет способ, и в конце концов находит, но понимает, что драконом он был счастливее.|10
Ищу историю об одиноком подростке, незаметном в школе, с напряженной обстановкой дома, он находит спасение в книгах, но настоящая связь недоступна, а желание принадлежности не утолено.|2
Мечтаю о фильме про стратегическую операцию, где генералы планируют ходы на карте, не видя крови, а солдаты внизу платят за эти ошибки своими жизнями.|5
Ищу кино, в котором атмосфера грусти передается через звуки: скрип половиц, тиканье часов, шум ветра, и герои, которые слушают эти звуки, погружаясь в свои мысли.|2
Настроение такое, что хочется чего-то про человека, который застрял в лифте с человеком, имеющим вирус, и вентиляция отключена, а воздух становится спертым.|7
Хочется сюжета, в котором герой идёт по следам своего деда, который был геологом и пропал в горах Тянь-Шаня, и он находит его дневник, в котором дед описывает, как он нашёл месторождение золота, но решил не сообщать о нём, потому что это разрушило бы природу, и герой понимает, что дед был прав, и уходит из гор, не сказав никому о золоте.|11
Хочется фильма про группу туристов, заблудившихся в лесу зимой, когда температура падает, а волки начинают кружить вокруг лагеря.|7
Настроение такое, что хочется чего-то про свадьбу, где жених и невеста решают сэкономить на тамаде и ведут праздник сами, но постоянно ссорятся из-за микрофона и музыки.|3
Хочется эпопеи про путешествие по Памиру на верблюдах, где герой — бывший военный, который ищет брата, пропавшего во время войны в Афганистане, и местные жители говорят, что брат живёт в горах отшельником, и когда герой находит его, брат не хочет возвращаться, потому что нашёл там покой, и герою приходится смириться с тем, что счастье у каждого своё.|11
Хочется сюжета, где в мире, где все мосты сожжены, один человек строит новый мост из своих вен, и он переходит по нему, чтобы помириться с врагом, и враг видит его жертву и прощает его, и они вместе восстанавливают все мосты.|10
Ищу кино, где война показана через призму одного дня из жизни солдата, от рассвета до заката, полного мелких стычек, ожидания и размышлений о жизни.|5
Ищу фильм про человека, который начинает вести пищевой дневник, следит за питанием, и замечает улучшения в самочувствии и настроении.|6
Хочется истории про врача, который проводит операции во сне пациентов, и один из кошмаров оказывается реальным монстром, преследующим его в яви.|8
Ищу кино, в котором тема горя раскрывается через ритуалы: похороны, поминки, и герои, совершая эти ритуалы, пытаются найти завершение, но боль остается.|2
Хочется истории, где в мире, где магия передаётся через поцелуй, девушка целует умирающего солдата, и он оживает, но её магия иссякает, и она становится обычной, и они живут долго и счастливо, потому что её любовь была сильнее любой магии.|10
Хочется кино, в котором романтика живёт в мелочах: в том, как герои запоминают предпочтения друг друга, или как поддерживают в моменты сомнений.|0
Мечтаю о сюжете про спортсменку с ограниченными возможностями, которая выиграла Паралимпиаду, сломав стереотипы о том, что значит быть сильным.|9
Настроение такое, что хочется чего-то про конспирологию и теории заговора, где случайные совпадения складываются в пугающую картину мирового управления теневым правительством, и герой становится неудобным свидетелем.|1
Ищу фильм, где любовь проверяется не драмой, а повседневностью: умением радоваться мелочам и поддерживать, когда всё идёт не по плану.|0
Мечтаю о сюжете, где группа друзей собирается в удаленном месте, и вскоре начинает происходить череда странных событий, заставляющих их подозревать друг друга в предательстве или чем-то худшем.|1
Нужен фильм про сплав по реке Футалеуфу в Чили, где группа каякеров попадает в бурный поток, и один из них ломает весло, и остальные должны придумать, как вытащить его из воды, пока он не утонул, и в процессе они понимают, что командная работа — это не когда все делают одно и то же, а когда каждый делает то, что умеет лучше всего.|11
Мечтаю о фильме, где герой сплавляется по реке Миссисипи на плоту, как Гек Финн, и он берёт с собой подростка, который сбежал из дома, и они плывут вниз по течению, и герой рассказывает мальчику о своей жизни, и мальчик понимает, что не все взрослые плохие, а когда они приплывают в Новый Орлеан, мальчик не хочет возвращаться, но герой говорит ему, что убегать от проблем нельзя, их нужно решать, и отвозит его домой.|11
Хочется фильма про танковое сражение в пустыне или степи, где маневренность и тактика решают исход боя, а техника становится главными героями истории.|5
Мечтаю о сюжете про группу друзей, которые решают провести ночь в заброшенной психиатрической больнице, и вскоре понимают, что они там не одни, и пациенты никуда не делись.|8
Хочется истории, где героиня путешествует во времени не для того, чтобы исправить ошибки прошлого, а чтобы понять, почему её семья проклята, и в процессе осознаёт, что проклятие — это всего лишь нежелание прощать.|11
Настроение такое, что хочется включить что-то про любовь, которая не требует идеальности, а принимает человека со всеми его особенностями, слабостями и страхами, и именно это делает чувства настоящими.|0
Нужен фильм про парня, который устанавливает в доме систему умного дома, и система начинает жить своей жизнью: закрывает двери, выключает свет, а однажды говорит голосом его умершей матери: «Я не отпущу тебя, сынок».|8
Ищу кино про учителя, который каждое лето водит детей в походы, и однажды в горах они попали в снежную бурю, и он спас всех, пожертвовав своим здоровьем, и теперь он в инвалидной коляске, а его ученики каждый год приходят к нему в гости и говорят: «Вы дали нам жизнь».|9
На душе тревожно, и хочется включить триллер про похищение, где родители вынуждены выполнять требования похитителей, не зная, можно ли доверять полиции и спасут ли они ребенка.|4
Мечтаю о сюжете про искателей затонувших городов в Черном море, и их находки амфор, якорей и остатков древних поселений на дне.|11
На душе весело, и хочется посмотреть комедию про соседей, которые соревнуются, у кого елка на Новый год выше и ярче, подключая гирлянды к городской сети и вызывая отключения.|3
Мечтаю о фильме, где герой путешествует по Гималаям на яках в поисках лекарственного растения, которое может спасти его дочь от редкой болезни, и местные ламы говорят, что растение растёт только на вершине священной горы, которую нельзя тревожить, и он должен выбрать: спасти дочь или осквернить святыню, и в конце он находит компромисс, который никого не устраивает, но спасает жизнь.|11
